tweets_text,type
im so blownnnnnnnnnn.......my sister came back from school &amp; all she is listening to is Jersey Club,notcyberbullying
nichegamer got blacklisted by a gaming company. they responded by posting an article friday night about being blacklisted. oh boy.,notcyberbullying
"@dj_zense te creo, esparate que estoy witriando! #bulling",notcyberbullying
"@discerningmumin We didn't overturn elections in either place, the people did, and the people have that right, as long as they elect new ppl",notcyberbullying
"oooo. Almost forgot, need to submit to CFP for #osbridge. :)",notcyberbullying
@gcarothers eek. i can't stand split keyboards. doesn't work well with MMOs.,notcyberbullying
"Oh hey, you should be ashamed of your disgusting self. @TheMajesticPlum http://t.co/B4obsliTUg",notcyberbullying
"@SpaghettiOMals YESSSS SON!!!!! I was like WHAATTT??? And he gives EIHT the ultimate guest spot beat and execution, amazing",notcyberbullying
not making any effort today,notcyberbullying
"*sees Mother Jones article titled ""Feminism needs men""* *laughs* *closes tab* *smashes window*",notcyberbullying
ain gnt eu fico mt puta com quem pratica bullying namoral,notcyberbullying
"Bullying linked to decreases in GPA, longer lasting negative psychological effects, and obesity. More evidence... http://t.co/UCdxYcj",notcyberbullying
UGH why couldnt it be kat &amp; andre #MKR,notcyberbullying
You know...kudos to #MKR for being able to stretch out a show....over a month onto the show and we still dont have final teams...,notcyberbullying
"@deathofrats01 yup. ^.^ unless it's your field, it's not surprising that you wouldn't know.",notcyberbullying
Anger over bullying at work talks: A ROW has erupted between Central Beds Council (CBC) and workers’ union GMB a... http://bit.ly/quVhWD,notcyberbullying
RT @NikFuq: @magali_c @YesYoureSexist another thing u haven't realized is that this post is a joke. A mock of posts I see during black hist…,notcyberbullying
#MKR Fuck you Colin! That was total shite!,notcyberbullying
@halalflaws @biebervalue @greenlinerzjm Your Imams write crap on a piece of paper and you think it comes from Hadith or the Quran.,notcyberbullying
"RT @hmason: Kathy Sierra on Silicon Valley, meritocracy, and Skater Culture.  http://t.co/UlNvvmyC3d",notcyberbullying
"@MisGrace @GBabeuf @RJennromao @DavidJo52951945 @Novorossiyan @gbazov @NewsCoverUp @rougek68 Russia, all media controlled by criminal Putin.",notcyberbullying
Feliii cumple amiguita hermosa @macabritpopdm  te queroooo y aunq paresca bulling tantoo saludoo no lo es bueno sii un poquiiiitoo jajajaja!,notcyberbullying
"And who told you Hindu marriage was not legal, idiot.what the hell you are saying in Pakistan No Muslim Marriage was legal till they dont have documents , got it. Now that has been abolished and no documents are needed as you people marry without documents.",cyberbullying
"I never said that I support him on everything or that he can't do anything wrong. You do seem to be pretty radical in your thinking though and you base your argument on a ""what if"" argument: he said that she said that he said...",cyberbullying
@urgedharry @nyazpolitics @greenlinerzjm Laugh all you want. Islam is a steaming pile of shit. Good night. Blocked.,cyberbullying
@zakirnaikirf Saying that Islam is a way of life means that it tells you that you cannot have democracy and must instead follow a pedophile.,cyberbullying
@DianH4 Islam doesn't answer anything.  It pretends to answer with illogical and delusional superstition.,cyberbullying
"Another Idiot ...is India really Full of them. It's has nothing to do with BJP / CONgress or Hindu-Muslim, it's about Rich/Poor. You all are so uneducated , but literate .",cyberbullying
"The foolish ignorant idiot says christianity, capitalism, apartheid, witchcraft, and psychosis can't hurt you. But they can harm you. God uses them as lethal weapons against any person for his amusement. God used religions to kill Muslims, Jews, and Christians everywhere in world",cyberbullying
"Abe sale pura duniya under threat hai re bewakoof . Bill gates ne sab ki mara hai aur tum log hindu muslim krteho . The whole world is fucked open your eyes,you will be vaccinated by fuck shit and they will paralyse you . Brainless idiots.#Hindus_Under_Threat",cyberbullying
"Sir, you cannot be a true follower of Jesus and support hatred, greed and lies poured out daily by so conservative Christians. Jesus was a radical - teaching loving kindness, generosity and compassion for all. God has a long memory for those who betray Jesus’ teaching. Repent.",cyberbullying
@teddyboylocsin @tweetybird2009 @PatVPeters Mohammed was an imperialist that led 17 major military expeditions. ISIS is imperialist.,cyberbullying
"2/2 That's the difference between a terrorist nd a history sheeter criminal..But again i didn't expect common sense from u, so it's fine. No tactics can downplay radical Islamic terrorism nd islamist ideology that's all...Yes filth nd violence has a religio.....sshh",cyberbullying
@sweden I think Daesh are rejected because they are an embarrassment.  But they follow the Quran and Sunnah to the letter.,cyberbullying
"@AhleFars And you can only get highly educated people out of a free modern society, not a 7th century one based on superstition.",cyberbullying
"@_enzk @SumbelinaZ @IronmanL1 @Hatewatch For example, 80% of all civilians killed in Afghanistan are killed by Taliban.",cyberbullying
Why not a Chinese person. A Muslim. A Scottish person. A real woman .or even a gay person. You knobs need to stop idiots,cyberbullying
"Hey @PeteButtigieg You can't say it's ""immoral"" for Christians not to support radical environmentalism when you support killing children in abortions up to birth. Until you stop supporting abortion you have no moral authority. http://bit.ly/2Lp3Sta",cyberbullying
"Terrorist Criminal Minds are Violent Minds Both, Criminal &amp; Violent Minds are defective &amp; Sick Minds inspired by #Quran &amp; #Islam World must unite soon to eliminate terrorists &amp; terrorism to ensure Peace &amp; Welfare over World #Muslims #ISIS #ShamimaBegum #UnitedKingdom",cyberbullying
@Ammaawah @jm111t All you are doing with your verses is proving sexism in Islam.,cyberbullying
"Who said anyone of you cam judge another persons level of Muslim. Its actually pathetic to think you can decide who is and isn't muslim. Its that disgusting arrogant attitude that turns people away in the 1st place. Keep going, idiots.",cyberbullying
@NNdabbour64 And I would never go near a country with blasphemy laws.,cyberbullying
@NGPoliceForce your daily jihad crimes against Humanity @IntlCrimCourt in jail your end with bloody Tyrant @MBuhari before poors now igbo billionaire in ethnical cleansing for OIL Igboland @POTUS @SecPompeo stop this Monster and look if finance Jihadists ,cyberbullying
"Yes Osama Bin Laden was also struggling for truth that how America is so rich. Bagdadi was struggling for truth that how world believe in humanity. Muslim like u is shield for terrorist, that is only Jihad... Ting se le ke tong, ting se le ke tong !!!",cyberbullying
Please don't use the word Jihad for such brutal actions. These actions have nothing to do neither with humanity nor with Deen. I even doubt their humanity. They are terrorists and this is an act of terrorism and brutality.,cyberbullying
Were you born as an idiot or did u achieve it recently? Open ur eyes and see how these muslims are harassing women of their own community for buying things from Hindu shops.,cyberbullying
What do u expect?? They support Radical Islamic Terrorism... As Trump calls them 'Fake News' they belong to...,cyberbullying
@Vandaliser @sajid_fairooz @IsraeliRegime There are no Jews in Saudi or many of the Gulf states because the Muslims exterminated them.,cyberbullying
"RT @ElConfeti: SSSSHHH!  The silent Muslim majority, remains quiet. http://t.co/y2YldDW8qt",cyberbullying
"Today u shd b n shame bcRadical Islamic Terrorism kills Innocent , destroy d family. Why nt u post a play card Islamalic Terrorism Kill Jan",cyberbullying
i’m a white christian woman. i believe in abortion. i am pro choice. why? because women have the fucking right to choose without someone’s religion getting in the damn way. separation of church and state. pipe the fuck down you arrogant asshole. you’re giving women a bad name.,cyberbullying
RT @riwired: .@HillaryGuess That pleased Hitler. Grand Mufti provided Hitler w/ armies of Muslim soldiers from Europe. #Tszarnev @VileIslam…,cyberbullying
Nothing that happened can be justified idiot. But don't expect peace in response to blatant murder. Do you see what's happening in USA? In the last tweet you said Muslims were killed and conveniently forgot Hindus. Now it's Anti Human. Waah. Too much prejudice here. I'm done.,cyberbullying
@CamilleHughes16 @_Watch_Observe_ That's like saying that my freedom is limited if I'm not allowed to kill you.,cyberbullying
@DianH4 Another cheap Muslim lie. Give me proof of any Muslim that was punished for not being kind to the slave girls they raped.,cyberbullying
She is an amazing journalist! The radical Christians here have no room to speak about any other religion. They are such hateful people. I do not support this at all. India doesn't belong on that list and it is an insult that it is on there. I'm sorry,cyberbullying
Yes I can also read write and understand Arabic & Quran that says spread Islamic terrorism that's why you create ISIS and Osama. I don't need to learn about my religion from Islamic terrorists like you. You mind your own religion &amp; don't interfere like a Terrorist into mine,cyberbullying
Because one of you idiots said Obama was a Muslim supporter so I assumed it mattered.,cyberbullying
"I you wish I can send you many similar pics from your Army who were living in hell and went straight there,if you were capable of ruling hindustan than it was not ruled by muslims for 800 years idiot",cyberbullying
"When terrorists are killed Isis Hamas or Islamic Jihad, there is a kid of internal satisfaction as there are fewer evil people, anyone who kills these type of terrorists is a hero for humanity",cyberbullying
"bro they’re still going...muslim twitter sucks ESPECIALLY the women, at least the men you know are idiots, but the women act stubborn and say “there are speeches given by sheikhs, i don’t need your advice” or something like that and continue to act like they’re in the right",cyberbullying
@IAmThe1Teacher @IronmanL1 @stevecorrales80 And yet it is a law of Islam and 1/3 of Muslims support that law. But you tell me to tolerate em,cyberbullying
"True idiots. Who you gonna call for help? Blm, cair, Muslim brotherhood or the black panthers. I hope all the good people can get out, but leave your liberal bull shot behind.",cyberbullying
"He is. Those people who condemn him aren’t proper Muslims. Look at ISIS, the Quran specifically says not to kill other Muslims and not to destroy religious artifacts, so when people go “the Quran causes ISIS and other terrorist groups to exist” they don’t, they go against it.",cyberbullying
"No you idiot,Muslims don't say meat is essential,we all do.And that's coming from a sinhalese Buddhist.And what you're doing is literally trying to force your beliefs on a society...how can you not see that???",cyberbullying
NO OWNERSHIP !!!! He was raised by a powerful black Christian woman that taught him to do right by women. A lot of men need to take heed and be responsible like snoop .. #iamforsnoop,cyberbullying
As is only right for a Christian woman.,cyberbullying
"If I ever meet you, I’m buying the ice cream (I assume as a Christian woman you do like ice cream right?!?)",cyberbullying
To RESTRICT Jihadis-Terrorists CONSPIRING Ghazwa-e-Hind Dar-ul-Harb JIHAD against Hindus-Hindutva-Hindusthan-Humanity&gt; their r RAKSHAK Hindus-Hindusthanis to PROTECT Maa Bharati BUT always backstabbed by Aalsi-Laalchi-Secular-Ignorant-Selfish HINDUS&gt;Before JIHADIS&gt;ELIMINATE them,cyberbullying
"Pagan woman: matted hair, dirty face, titties out. Wailing singing voice. Communication minimal. Might crawl on the ground defensively. Christian woman: Either matronly or virginal. Pale, clean skin. Songbird. Inquisitive, always does whats right, but ignorant of ""men's matters"".",cyberbullying
"Well put it like this, when I was going every Sunday. My heart mind and body was religious. I met a “Christian” woman. She told me she had sex with the pastor. So just can’t get my mind right going back. Take your time.",cyberbullying
Muslims figured out slavery way before you white people. We would buy slaves and set them free and give them equal chances. In a world where white people made it alright to own black slaves our religion and government had it figured out 1400 years ago. Educate yourself idiot.,cyberbullying
"You Idiot how on Earth is that the same thing, they were Muslim extremist not fighting for equality and the brutal death in which an officer was confident he would get off regardless of being on camera. You disrespect Lee’s name by even trying to compare",cyberbullying
I always support all cultures and religions However I draw the line when it comes to Radical Ideologies posing as a religion who thrive from Killing Christians Support Practicing Terrorism Raping Children Bashing women Burning our flags and attacking patriots etc,cyberbullying
"Terrorist thinking and one who attacks humanity in the name of Jihad will not be spared,",cyberbullying
"Who will explain the context to the terrorists and the people in ISIS? If it is written ""those you don't believe in our verses"" It is as straightforward as it can get, what explanation do you want. And if there is a context problem amend quran with the help of islamic scholars",cyberbullying
@truaemusic ...have some PC pandered tell me to accept a cult of hate.,cyberbullying
You clearly didn’t understand what I said. Islamic terrorism doesn’t exist because it doesn’t exist in Islam. It’s just terrorism. ISIS was literally created because of the US and UK and ur here screaming Islamic terrorism? Read a book u uneducated swine.,cyberbullying
When u don't have dare to tell Islamic terrorism then u say bhakts... wow,cyberbullying
not even sure he understands what he just rambles about. everyone has a right to their own opinion. myself as a Christian woman feels he has disrespected the presidential office more than all the others &amp; their scandals combined.,cyberbullying
"Your thoughts, your prayers and good vibes are appreciated. So much support has already been shown. Faults and all, she was a loving, Christian woman who did her best to love and raise her boys right. She did a fine job. See you again in paradise one day, Mama. I love you.",cyberbullying
RT/Gangs/Terrorist//Borders/Marxist/Police State/Corrupt/Jihad/Disease/Disaster/Humanity Depends On Conservative Vote,cyberbullying
This seems to pure bakwaas. Do you think Muslim generals were so naive and idiots that they can be fooled by such a practice? Fictional stories like these dent credibility of such portals ..,cyberbullying
These extremist evangelicals have hijacked the Christian faith and distorted the Bible teachings 4a an extremist politícal and personal agenda. The same way ISIS and Muslim terrorist groups hijacked the Muslim faith and Quran. Neither group represents the true faith,cyberbullying
Abe laudo suar Maurya empire was started from Indian state Bihar and whole south Asia was one country Bharat south Asia was part of Bharat bhikhari porkistani illiterate people that the reason u r becoming jihadi terrorist Islamic terrorism,cyberbullying
"@ibnHlophe @eeviewonders @CTFleaMarkets Yes, it's murder for a fraudulent god.  If every religion used your excuse mankind would be dead.",cyberbullying
#Kashmiriyat Jihad is a blot on humanity. Libtards giving cover fire for monetary benefits are worst than terrorists. https://twitter.com/ksunjai/status/884978858000355331,cyberbullying
"Thousands of Indians, both Muslims n non Muslims r getting far far far better treatment with high quality food n diet than in India. Have you seen a single video of Indians abroad complaining of police brutality, lack of food, treatment? Idiot.",cyberbullying
What about the demographic change of kashmiri pandits by Islamic terrorism. Kashmir belongs to also pandits and they want to be with India. If you want azad kashmir then u can shift to POK azad kashmir.,cyberbullying
Too late for crying. He has radical support from christian groups.,cyberbullying
"And, Sikhs were out there mopping #masjid for #muslims and holding #iftar parties on #gurudwara grounds. Thank you to this idiot #islamic attackers for repaying back the great deeds of #Sikh community.",cyberbullying
"I'm a muslim,our religion doesn't tell us to go kill people, its the opposite that it tell us. These weird idiots that call themselves ""muslims"" and kill people are absolutely no muslims AT ALL.Islam tells you to live in peace with other religions, opinions and don't push others",cyberbullying
RT @davidjones720: OBAMA and his love for golf is greater that love for CHRISTIANS or Jews ! http://t.co/LludcU5jSP,cyberbullying
U r right about kalam.But believe me 98% of muslims r not follower of Kalam sahab.But 99% of hindus like him.98% of muslims r follower of radical islamic terrorism,cyberbullying
Indian Muslim's are already Indian citizens you idiot. It shall not affect/snatch the rights of Indian citizens. Don't propogate rumours. Read the text yourself.,cyberbullying
"Yeah so she's right? You sound like an idiot. Her point is that 9/11 led to discrimination because ""some people did something"" but a much wider group of people (all muslims) were persecuted for it.",cyberbullying
"This is why many super rich who are control/power hungry support him, and also how he can use radical Christian and other hate groups who also desire domination and control others. They like the idea of a dictator who will help them pretend to be superior.",cyberbullying
"Have you ever been to a MADARSA idiot. You won't find lathis, swords &amp; trishuls there. I challenge you, choose any Madarsa and your time, carry out a surprise raid &amp; then if you don't find anything objectionable? You want to uplift Muslims? Bl00dy Idiot, even #Puncturewalas, 1/n",cyberbullying
Your colleague sprees hate and contempt for Christians and Jews. She praises Radical Islam and wants us to fall in line. You and your colleagues are a disgrace for supporting someone like her. We support Muslims but not Radical!,cyberbullying
If you had read my timeliness you would have seen that not only i'm a MUSLIM but I don't deal with idiots like yourself. You are too dumb to have any intellectual discussion Name calling is a sign of low emotional intelligence and yours is in the sewer.,cyberbullying
"so long as they ain't a jew, christian, woman, or any of the other things you guys don't like, right?",cyberbullying
And what about your Islamic terrorism in all over the world...Islamic terrorism destroyed peace in whole world and u talking about peace in India..,cyberbullying
r u saying there is no Islamic terrorism?,cyberbullying
So at the very least you’ve confirmed that you think a piece of cloth is more important than social justice and that you support anti-LGBTQ radical Christian groups. Sounds like someone our country can get behind.,cyberbullying
"Never been to Nagpur !! Per Duniya Ghum lee hai Maine , and Believe me saare Sansaar ke ek hi problem hai aur wo hai Islamic Terrorism , don’t take it personally, it’s not for u Man",cyberbullying
"Kaffir means non believer, so if you're not a muslim you're a non believer and therefore you're a kaffir. Idiot.",cyberbullying
"@semzyxx Your prophet was a low life murdering, raping, robbing, bigoted, sexist, pedophile.",cyberbullying
I was literally 6ft tall all through high school and was never once bullied (to my face anyway idk) because I was a Big Bad Bitch and people in my grade/below were scared of me and the older grades didnâ€™t give a fuck so. Tall Girl isnâ€™t that realistic,cyberbullying
@PBandJenelley_1 @memory232323 @classy_carmenm blunt?? you are the biggest liar ever &amp; a sorry ass mom..that's why people don't like you,cyberbullying
I'm glad to see all the bullies I loathed in high school finally got jobs. (I guess the mob didn't want them.),cyberbullying
Except... I wasnâ€™t a mean girl in high school. I was habitually bullied by the mean girls and Iâ€™m a nurse... soooo,cyberbullying
this looks fucking ass cheeks ngl im finna bully you if you wear this shit at school,cyberbullying
GIRL I know. I truly wouldnâ€™t care if I didnâ€™t hear from my high school classmates again. They bullied tf out of me but bc I was still in between â€œpopularâ€ &amp; â€œweirdâ€ they wanna play friends now. UHHH NO THANK YOU. Iâ€™m better off.,cyberbullying
Twitter is a verified account looking at my school afte and i hate my friend is also called nuns and i hate my friend is also called nuns and i hate my friend is also called nuns in the franxx is high becuase thru the one who bullied u said those girls be like a thing I just woke,cyberbullying
i really used to let people in CARGO SHORTS bully me in high/middle school. the fucking audacity.,cyberbullying
keep thinking abt pride when cailey and i were waiting in line for the atm some girl started ranting abt being bullied in high school and how she wanted them dead and then asked for a picture with me ? what was that,cyberbullying
VBJHDNKDSHBJNK WHY DID I LET MYSELF GET BULLIED BY THIS GIRL IN HIGH SCHOOL SHE'S SO UGLY LMAO,cyberbullying
Wow some girls shouldâ€™ve been bullied in high school cause they really think theyâ€™re something else lmao...,cyberbullying
this is petty but one of the girls who bullied me in high school has a super ugly baby :),cyberbullying
i was bullied in high school and iâ€™m going into nursing school i wasnâ€™t a mean girl except for this one friend who would fight w me all the time,cyberbullying
Often school sh**ters are bullies rather than the bullied,cyberbullying
"EDUCATION NEEDS TO CHANGE FIRST AND FOREMOST! For this little girl to say something like that,shows that there is a high possibility that she got bullied bcs of her skin or beauty.kids need a higher educational system and many teachers to be properly evaluated bf getting the job",cyberbullying
"//Okay, twitter is deleting/canceling my posts and dms. I am waiting until that shit becomes fixed before writing another reply. Hoping that THIS tweet is going to be sent. Have a good day, my dear sluts.",cyberbullying
a girl that bullied me all thru high school just messaged me on facebook and asked if she could borrow $20 iâ€™m so confused,cyberbullying
"Coward and selfish person, yes. But then, this same coward and selfish person lost his crush (probably the only girl he has ever fallen in love with) to his high school tormentor. James and his gang bullied that guy to the point of him losing his self-esteem.",cyberbullying
"13) Last year of high school, I was at an all girls school, our choir sang with the choir at the nearby all boys school, we bonded over almost everything. My traumatized depressed bullied self learned how to love because of him. Sadly we aren't in touch anymore...",cyberbullying
Seabreeze High School: Justice for African American Special Needs Student - Bullied by Savannah and Chelsea - Sign the Petition! http://chng.it/Wcp5Sfkp via @Change Get these girls EXPELLEDDDDD!,cyberbullying
Norway is the worst country to ignore violence and bully in kindergartens and schools.,cyberbullying
This woman on Love It it List It talks just like that woman in that â€œthe girl who bullied you in high school getting marriedâ€ TikTok,cyberbullying
Also letâ€™s talk abt thrift store saoirse Ronan in the first and the girl on the left in the third who probably wouldâ€™ve bullied me in jr high but can get it now....,cyberbullying
"Commended & to all who can & are wearing one. Its getting out of hand in some quarters towards bona-fide peoples who are except, like me. I have a history from school, army &amp; life of not tolerating bullies, which the mask issue is bringing out. Hopefully all will calm down soon X",cyberbullying
"iâ€™ve been bullied by peers + adults for most of my life. i was too smart, really easy-going, chatty, high NRG, didnâ€™t respond to adults abusing their authority, i was boyish &amp; preferred pixie cuts over long hair, too loud for a korean girl &amp; i hung out with black &amp; brown kids.",cyberbullying
is it rude of me to say that i kind of hate how harry styles is now a 'hype' in my school and every girl listens to him while they used to bully one directions fans? i'm one of the only one with concert tickets and everyone was rude af to me at first but they're all jealous now,cyberbullying
I donâ€™t even know this girl but she bullied me in high school.,cyberbullying
"Got bullied in middle and early high school because I was always accepted by the girls and spent all my time with them but I didn't enjoy ""guy talk"" with the guys my age. Funny how that turned out.",cyberbullying
"Stan Twitter has turned into middle school bullies, it used to be fun and memes and for people who aren't super sensitive but now its literally a chaotic and toxic mess",cyberbullying
conventionally pretty girls love to say they were bullied in high school! maybe u were annoying !,cyberbullying
S/O to all the girls that bullied me in high school &amp; made me feel like I was less of a person for no reason. You â€œmean girlsâ€ made me into the successful woman I am today.,cyberbullying
Hello I will explain. ok so basically Kurt had to change schools bc of a bully. so in this new school he met Blaiâ€¦ â€” jskkskdkd so much i fo to fit into a prompt but i will try,cyberbullying
there was a girl in my high school who bullied someone so hard that they started doing coke but everybody think sheâ€™s a saint because sheâ€™s attractive and gay,cyberbullying
girl on the right looks like she bullied me in high school why are these people nurses,cyberbullying
"Just found out that the white girl who bullied me all throughout high school is now pretending to care about black lives. Some people are shameless, y'all.",cyberbullying
"I have personally known 4 guys that became cops. 3 from high school, 1 was a typical bully and the other 2 were bullied/picked on. All 3 had domestic violence issues. The 4th guy was a fellow soldier and he too fell into the bully type and also had domestic violence issues.",cyberbullying
"Bill Barr is from the School of Bullies..., if you speak loudest and overtop of everyone else..., you win.",cyberbullying
"I loved school, and yes, I had my share of bullying. But in those days, if you got sick of being bullied, you could pound those bullies to a pulp without worry of sanctions.",cyberbullying
"Hell no honestly, & well it was just weird bc girls &amp; ppl that bullied me suddenly acted nice to me &amp; acted as if literally nothing happened at all when it was later on in high school like what",cyberbullying
"-replied to my moms comment with ""really? when i was in junior high these two black girls harrassed and bullied me everyday and there was also this black guy who wouldn't leave me alone"" blah blah blah etc.. and like.... what the fuck is your point??? bla",cyberbullying
Donald Trump says it's illegal to bully. where are the bitches from middle school that made my life hell,cyberbullying
He is trying to bully the school system trying to bully governors to open up their schools Donald Trump is like Satan his quest for blood and murder is a never-ending one sacrificing or trying to sacrifice our children for the sake of his re-election,cyberbullying
C Battery @High School Bully; 9 Volt @Cowboys Fans; AA @a Mummer in Blackface,cyberbullying
"Saw a post about looking up your school bully and decided to do it. I had emotionally abusive parents, was in a bad place, and she didn't help. But now she supports animal welfare and seems to be a decent person. I needed to see that and to forgive her for me, not her #bullying",cyberbullying
this boy that bullies me is going to the same school as me:( wish me luck,cyberbullying
"hey! to anyone reading this, it is completely false. madison is the furthest thing from a bully, she didn't even attend high school, she was homeschool since she was 12. and if she did do anything shitty before the age of 12, she was a literal KID. this is absolutely insane.",cyberbullying
So are most the pros. Great to be a bully in high school. Still need to show he has better than above average in college. Not impressed.,cyberbullying
I literally have a manager that is proud of being a mean girl. She would literally talk about how she bullied and hazed girls when she was in high school and college like itâ€™s an achievement like..,cyberbullying
100% Bin Ladenâ€™s like those kids at school who bully people on Facebook and then donâ€™t come into school the next day,cyberbullying
That's a valid view but there are other valid views too. One of which is that the way to stop racist bullying in school is to exclude racist bullies. This is a place for debate and discussion and challenge and nobody sets the rules (beyond some very basic ones).,cyberbullying
"the way she talks is giving me positive vibes only but i bullied ""weird"" girls back in high school energy",cyberbullying
"In high school, I was bullied for the way I dressed (dark/boyish clothes) &amp; for having more friendships with guys than girls. Ironically, it was mainly girls who would pick on me",cyberbullying
Youâ€™re like that one girl in high school that stood up for the kids getting bullied. I love ya,cyberbullying
"Don't follow. BBC were forced into agreeing that any provisions for the over 75s would be their responsibility one way or another. That is not ""agree to fund"". From where? This whole thing is like the school bully telling some kid he agreed to stick his head down the toilet.",cyberbullying
The light skins that bullied darker girls in middle/ high school are upset. Now they screaming they got bullied too. Girl I know you remember high school. Pls shut up.,cyberbullying
"OUCH! That was be a blast to go back to high school though! Except when I got bullied by this girl named Jenny Madden, what a bitch! Iâ€™d do anything to go back in time and fuck her shit up! And yes, iâ€™m intending rape. LOL! This is her if I catch her at a party",cyberbullying
The tall girl in my year in high school was mocked a lot and her nickname was big bird. Itâ€™s hard enough being a teenage girl but tall girls are often looked on as a bit freakish and bullied for it. Seeing other women fail to understand that is annoying.,cyberbullying
The incompetent Minister of Health @shandro has very poor impulse control. Abusive bullies promoted by @jkenney who virtue-signals about decorum but then leads like it's a grade school recess. #abpoli #ableg #UCPcorruption,cyberbullying
"If I tell others that I'm pretty and bully others like high school popular girls, it'll make me better right? Um no, hun. Bullying just makes you a scuzzball. Treat others how you wanna be treated.(sorry I've been watch this POG champ post for a while, what a human turd.)",cyberbullying
what if the school bully knew martial arts,cyberbullying
