tweets_text,type
"Cortez is a hate crime against all men - anti male feminist misandry from gold digger Cortez: She acts like a cry baby in the school yard, blaming the bully boy with lies promoting herself &amp; motivating bias against the boy-this ia an attack on all boys @POTUS @HouseDemocrats",cyberbullying
Some more artwork for the game/novel I'm working on from @koaladesignss Maya Dumars- Principal of Dahlia High Connie Young- A young girl with mysterious health issues Max Diller- Drug addict/burnout Chris Fuller- Bright young kid who is constantly bullied,cyberbullying
Im British and them talking in this video sounds like those typical high school bullies you hear in movies am I the only one?,cyberbullying
"Ubisoft Quebec was a bad scene it was like being bullied in middle school, except bullies in middle school don't wield an HR department like a club with nails.",cyberbullying
And now it just depends which party he belongs to. They never liked the cut of Jeremy's anorak. The sort thing a school bully would pick on. Meanwhile the rich clique do as they please.,cyberbullying
Only a small thing but I saw him mimic a disabled journalist. Only the dimmest nastiest school bullies do that,cyberbullying
"Yep, that's the case for several girls I met or know. Some go the other way and consciously copy everything they can to be the ""best"" at high-status hyper-femininity things so they become too cool to be bullied. Almost become a trend setter so people copy them instead.",cyberbullying
no bullies in my mentions,cyberbullying
"Everyone agrees that the playground bully in grade school is *always wrong*. But once everyone gets a bit older, so few are brave enough to stand up to the bullies in our Culture today, even though they are still *always wrong*. The loudest, most violent &amp; aggressive-&gt; THE LEFT.",cyberbullying
"1st Eritrean-American @RepJoeNeguse schools Bill Barr on Truth vs. Lies You are going to have a great public service career, Sir! Keep standing up to bullies like Bill Barr",cyberbullying
unironically love the name butch tbh. school bully but make it fashion,cyberbullying
Funny how these bullies from school have ended up in such shitty places. Karma is a thingggg,cyberbullying
people who bullied me for being an emo weeb in middle and high school making eboy/girl tik toks to edgy music now,cyberbullying
"The way that every pyramid scheme girl was a bully in middle school. Bitch I dont want your hair oil, I want an apology.",cyberbullying
Barr was a notorious mean bully in high school,cyberbullying
my gay awakening was probably the girl i kissed in 4th grade but i was bullied so bad in grade school that we repressed that real quick and did not address my gayness again until high school,cyberbullying
"Michelle Obama graduated Harvard law school. Here are a few of her accomplishments. Melania is a porn star, who pays lip service to anti bullying, whilst her husband continues to be a bully. Nice try though.",cyberbullying
"Movie is a high school drama about HandUnit and his trouble fitting in. After being bullied, he blows them up with his laser eyes. Then a sweet young girl then falls in love with HandUnit and the begin dating. You may be wondering who he is dating. Her name, is Exotic Butters.",cyberbullying
"I made the mistake of wearing sweatpants to school back in middle school. I was already picked on for being the tallest and gangly as hell. Long story short, my bullies decided to pants me. Jokes on them though as they got a black eye.",cyberbullying
The people who used to bully me in middle/high school are congratulating me,cyberbullying
#WhyIDontLikeTrump ... everything. He's like that bully in school that got in everyone's face and was stupid as hell,cyberbullying
I remember the three years I spent in that girls' school. Those senior bullies were terrors. I'm forever proud of every single prank and mini punishment I pulled on them.,cyberbullying
"Itâ€™s been my belief that a sizable chunk of cops were overly sadistic bullies in high school. The meting of violence is a drug to them. In HS, there are, for the most part, no legal consequences for bullying. After HS, becoming a cop is the only avenue for bullying with impunity.",cyberbullying
I got bullied for not wearing make-up in high school like all the other girls and having a German surname. Everything that happened to me then made me who I am now though and I love me,cyberbullying
"Dear Luca, bullies are just jealous of you for maybe your personality, intelligence, looks or popularity.Thereâ€™s something youâ€™ve got that theyâ€™d like to have.Donâ€™t let these nasty kids get the better of you.If they donâ€™t stop get the school to sort it",cyberbullying
LEAVE ME ALONE! Dumb fuck RT @NegroBot1: @jenndoom Niggers are a great source of potassium!,cyberbullying
"â€œ@applecheeksxo: Wait what RT @tayyoung_: FUCK OBAMA, dumb ass niggerâ€ wow. you're a fucking disgusting human being. holy shit.",cyberbullying
 these hoes like niggas that spend money not talk bout it ,cyberbullying
Sum black ppl are soo stupid darkskin lightskin to other races ur still a nigger remember that u dumb fucks,cyberbullying
"@TheRebelTiger , @TheFantasyNinja , and I were at an arepa spot when I went to check on my order. While I was inside, a white person chatting with whom I assumed was his Black friend called me over. He had on Air Monarchs, but I saw a negro in distress so",cyberbullying
No dumb ugly nigger name Wayne Positive trash soft ass nigga fuck red and white pic.twitter.com/I6aIEnKUbS,cyberbullying
ARE YOU DUMB THE ICECREAM TRUCK SONG â€œdo your ears hang lowâ€ IS RACIST. ORIGINALLY CALLED â€œNIGGERS LOVE WATERMELONâ€ BY HARRY C. BROWNE IN 1916. iâ€™m ready to get the FUCK.,cyberbullying
"@_Valencia123 fuck you, fucking dumb hoe bitch nigger -.-",cyberbullying
Dumb ass messican foos throwing water at random black people listening to black people screaming out â€œfuck niggersâ€ ? Yeah okay,cyberbullying
"I can only remember what happened in my past life if I written it down at the time or it is in old messages Anything before I was 12 I blocked out of my mind and it is all a blur, I can't remember anything it's all black to me",cyberbullying
who the fuck just favorited that? must be a dumb fucking nigger,cyberbullying
RT @SwiftOnSecurity: Kids these days will never know open WiFi with everything going over HTTP. And net send. Oh my god. net send. What gloâ€¦,cyberbullying
Really??? Ignorant RT @Colton_Zappe: Fuck that dumb nigger Obama,cyberbullying
"Fifty years ago I got a lecture about don't say ""negro say black"" 'cause it sounds like the n word. Now, I guess it is African America. Have you ever even been to Africa? I've been called white (also cracker and honky) and it has never left a bruise.",cyberbullying
"Why the fuck would someone say ""fuck nigger"" because Murata lost? Fucking Dumb ass Japanese blame the judges not the opponent dumb fuck",cyberbullying
Saw My Lil'Nigga @DopeShitt__ Dis Mawning !,cyberbullying
"twas 'airspace issues'...such as you nigger bitches sending troops into an area that has already warned you and said they DO NOT WANT #WWIII SO, DUMB ASS NIGGERS IN THEE us of #AMERICON government... DO YOU THINK #RUSSIA GIVES A FLYING FUCK ABOUT THE ORANGE/YELLOW NIGGER??? #NO",cyberbullying
"I am Black, and I only like to be called by my birth name. It is not acceptable to be called a Negro or any other variation of the word N****r. When classifying such as Caucasian or white, refer to me as Black or African American.",cyberbullying
Just drop one single first naw missed ur sound,cyberbullying
"THATS RACIST DUMB FUCK ""@goshawty123: black people who still think sayin nigger is racist , get a fucken life .""",cyberbullying
Fuck you dumb nigger @BarackObama you should do the fucking pipeline you worthless shit,cyberbullying
"It's not Mashabas tweet that's the problem, it's the way blacks on twitter do their knee-jerk defence of any black man who does any violence to any white man. SA blacks' hatred of whites exceeds anything justifiable by the past. You can't argue with a fool. He has his own logic.",cyberbullying
@BroConfessional @Asheton3195 weak as fuck LMAOOOOO this dumb ass nigger actually thought the goldfish could speak?,cyberbullying
Fuck red &amp; white dumb nigger name wayne positive trash soft ass nigga White &amp; 0range pic.twitter.com/ho08sNi65u,cyberbullying
"Why tho? â€œ@tayyoung_: FUCK OBAMA, dumb ass niggerâ€",cyberbullying
@_Anastasios_ dude shut the fuck up you look like a pedo and lol you're a dumb ass bet you don't even know what the word nigger means?,cyberbullying
@Dobey_Dobin dumb nigger I have an iPod so fuck u but u can also fuck me if u want,cyberbullying
"â€œ@tayyoung_: FUCK OBAMA, dumb ass niggerâ€ hang yourself",cyberbullying
Do you think itâ€™s a brainwashing exercise ??? Have you seen Black Mirror? I wouldnâ€™t put anything past this corrupt cabal,cyberbullying
"1) Iâ€™m not white 2) Latinx is not a race. Itâ€™s an ethnicity. 3) in Central America, black people are called Negro or Negra, Morena, or Prieto. I donâ€™t go around arguing for that Latinx people call black people Afro-Latina/o. 4) Latinx is the anglicization of the Spanish language",cyberbullying
white people did not invent nigger...this dumb fuck should not be defending something he knows nothing about,cyberbullying
"If you vote republican, you're a dumb ass... nigger RT @DominantMind Fuck Obama! Yea, Im black. What now nigger? #burn",cyberbullying
"I wanted to read the rest but I read ""white"" and I immediately knew it's gonna be about race and he shouldn't win it cuz he is white... Racism is not just about whites hating black or other colored ppl.. Any time u bring someone down and the reason is skin color u become a racist",cyberbullying
RT @Hazz90TRH Wtf is wrong with all you dumb Ass niggers plankin it whatever the fuck its called don't you the white man laughing smh,cyberbullying
â€œyou chose to be born as a â€˜coloredâ€™ person in Americaâ€ what does that even mean? how does someone choose their skin? why does it sound like she justified racism? â€œtake responsibility. you chose to be black in America. it is what it is. poverty exit lol u call that a problem?â€,cyberbullying
"He was so quick to play all noble and how he detastes racsim but when one of his employees was called a negro, he said its not a major issue and swept it under the carpet. But when I defend myself against a white man, he dismisses me",cyberbullying
"Get em ""@Mz_MODLyani_: Imma need @PURDYdidit to ride dis hoe!!! lol! RT @tayyoung_: FUCK OBAMA, dumb ass nigger""",cyberbullying
I looked it up and I don't know he had done anything else racist in the past. you definitely aren't wrong. He needs to get it over with and apologize .,cyberbullying
"I think that hoe madddd ! Lmfaooo awwww RT @DrizzyDashDrake: So You Mad Bitch ""@tayyoung_: FUCK OBAMA, dumb ass nigger""",cyberbullying
Ppl sooo dumb. I bet it was the same little boy her birth dad would call a NIGGER. Fuck yall defending her for ? pic.twitter.com/5Nlc2CIPiU,cyberbullying
"Yeap you're gonna kill yourself this year! RT â€œ@tayyoung_: FUCK OBAMA, dumb ass niggerâ€",cyberbullying
"I just KNEW there'd be a lot of morons out there tweeting about Niger. Hey fuckers, that's a country in Africa. Dumb fucks.",cyberbullying
white ppl do not kno how to fully communicate thee Earths root powers called North LaMerika. neither can a maimed negro. esp not an immigrant.. their blood / mind is incapable so who tf should u mfs b getting the NUs from when it comes to this climate ?,cyberbullying
"But he's the President doe â€œ@tayyoung_: FUCK OBAMA, dumb ass niggerâ€",cyberbullying
The black death will NOT spread anything like it did in the past. 1. We know how it spreads 2. We have antibiotic treatments 3. Patients can be properly quarentined to stop spread,cyberbullying
"Me and cerebral were driving and some dude on a bike yells ""fuck u nigger"" cerebral almost ran this dumb ass over",cyberbullying
"(Acts 29:20490) BY none other than Satan, who is the great dragon, that old white snake serpent called the Devil and Satan and Lucifer and Jesus Christ, see Revelation 12:9, and they made ""babies"" by God's divine dark skinned ""Golden"" Negro Hebrew women on this world which they",cyberbullying
Nigger means ignorant so i guess that you @Jay_Martin504. Cause this bitch dumb as fuck.,cyberbullying
"@tayyoung_: FUCK OBAMA, dumb ass nigger",cyberbullying
Mind blowing & disgusting that racism and anti-blackness is actually so normalised in our society to the point that an Italian court could decide that it is acceptable to refer to a black woman as a â€œniggerâ€. Yet there are still people that believe racism is an American problem.,cyberbullying
"Hahaaaaaaa!RT @OhYouFancyHuhFB: Hahaha yurrr maddddd RT @tayyoung_: FUCK OBAMA, dumb ass nigger",cyberbullying
@squeekovic how the fuck am i dumb? 'Tot' nigger is thot,cyberbullying
But... heâ€™s right. Atlanta is full of so called shoot em up negros and a Wendys was the best you could do? The hood want respect from everybody but only want to do it to each other and never White Supremacy.,cyberbullying
"If u google systemic racism, youll see POC are more likely 2 be denied housing, bank loans, acceptance into university, denied jobs and go to jail 4 far less then crimes committed by whites. My ""President"" even marked the letter ""C"" for colored to deny them renting apts he owned",cyberbullying
"We canâ€™t fix the future if we canâ€™t agree on what happened in the past and its effects on today. There are people who refuse to change anything to help black people, because either theyâ€™re actually racist bad people, or think itâ€™s black peopleâ€™s fault.",cyberbullying
mimi dumb as fuck &amp; is no longer a nigger. *takes her nigga card*,cyberbullying
Bitch ass Grizzlies won fuck it it's just some dumb niggers chasing after a ball anyway,cyberbullying
@_bradentaylor_ @ShevinYazel7 @_Devo33 @Raisin_Brann24 bitch you called her a nigger dumb fuck boy,cyberbullying
I wonder how unemployed English majors feel about dumb fucks like chief keef making millions being an ignorant nigger,cyberbullying
Racism within the same race lmao #JealousTweet RT @SammyChampagne U waffle colored niggas disgust me.,cyberbullying
"So ignorant, so sad... RT @tayyoung_: FUCK OBAMA, dumb ass nigger",cyberbullying
â€œ@somalisarecool: Dead Niggers HAHAHAHHA https://twitter.com/somalisarecool/status/341924793324535808/photo/1â€ this is disgusting. From a fellow black &amp; African person? Wallahi I can't,cyberbullying
Go fuck your dumb nigger that's what you broke up with me for ha#dumbfuckinghoe don't want one of those,cyberbullying
"RT @tayyoung_: FUCK OBAMA, dumb ass nigger http://lockerz.com/s/259479884",cyberbullying
"So where was Biden fighting systematic racism for the past 40 years while he was a senator? Oh yeah, he never did ANYTHING to help black people or LGBTQ people. In fact he passed laws AGAINST black and LGBTQ people! YOU HAD FORTY YEARS, JOE. #4thofJuly2020 #4thofJuly",cyberbullying
"RT @juiciicoochii: Yeap you're gonna kill yourself this year! RT â€œ@tayyoung_: FUCK OBAMA, dumb ass niggerâ€ the next 4 years to be exact lol",cyberbullying
"Aluta Continua RT @Cat_Montana: There is a special place 4 fucking racist cunts like youÂ» RT @tayyoung_: FUCK OBAMA, dumb ass nigger",cyberbullying
CRACKER BARREL! The Karenâ€™s place of worship! Where managers are waiting to be called to get that negro outta here! Your white privilege is our satisfaction!,cyberbullying
I have one question why only congress MLA ya MP ready for sale ??? Ask ur self first Mrs Shilpi ok,cyberbullying
"I don't need to acknowledge anything. I stand by what I've said. It's not only black people who are treated like dirt so why can't you people see past that. It's not only black people,",cyberbullying
U Brooklyn niggers are working my nerves. Dumb ass outfits. Get it the fuck together plz,cyberbullying
"why would you openly Snapchat your white Long Island father using the word ""Nigger"" in a derogatory manner in your Snapchat story. dumb as fuck.",cyberbullying
"@tayyoung_: FUCK OBAMA, dumb ass nigger &lt;~~~~ is that type of shit really necessary?... C'mon now",cyberbullying
"it's a pretty fact dat evry1 has at least a lil bit of racism in em Take ur laundry 4 exmpl,I bet u all separate d colored 4rm d whites.:)",cyberbullying
Itâ€™s amazing how disgusting white people are #onhere stealing black folks pictures to use as cover to call us niggers.,cyberbullying
"@MoriahRae1 no there isnt u dumb bitch! i dont give a fuck ""niger"" is a racist term , especailly when a white bitch says it, so shutup",cyberbullying
"Bitch ill spit on you RT @Ms_Candii: BABYGIRL U MAD?? â€œ@tayyoung_: FUCK OBAMA, dumb ass niggerâ€",cyberbullying
oh get the fuck over it you dumb prick RT @undeadrypien: So Obama is not only a nigger but a supporter of faggots?,cyberbullying
DEAD!! RT @suzieQueMontana: and I hate black girls with stiff nigger hair . y'all need to wear weave y'all hair looks dumb as fuck and dry,cyberbullying
Idc that Kanye is black. He is a rich celebrity. He does not have to deal w/ the same consequences we deal with as regular black citizens of this racist country. Nothing about anything that man has said in the past 3 years would ever make me feel like he should be our president,cyberbullying
"He MAD RT @YummiMcLovin: These crackers can't hold us back RT @OhYouFancyHuhFB Hahaha yurr madddd RT @tayyoung_: FUCK OBAMA, dumb ass nigger",cyberbullying
â€œ@ChipotleTweets: We are now in full support of the Nazi Party. Fuck that nigger Obama!â€ Gtfo fr dumb shit pisses me off,cyberbullying
"you ignorant BITCH, Suck & Black Dick Your White Ass Should Be Fine !!!! RT ""@tayyoung_: FUCK OBAMA, dumb ass nigger""",cyberbullying
i just dont get it why people say â€œaT leAsT tHeY hAvE tHeiR mAsKs on. i dOnT seE tHe kIds wEaRiNg tHemâ€. their mouths are exposed....so uh whats the point..first ya bitch about â€œcover ur nose &amp; mouth!!â€ WHICH ONE IS IT,cyberbullying
"The ignorance of the younger generation is on full display. They're not going quietly, y'all. RT @tayyoung_ FUCK OBAMA, dumb ass nigger",cyberbullying
RT @livebylove29: @YesYoureSexist Was informed by a man today that there's no difference between Michigan's Rape Insurance and his house an…,cyberbullying
"RT @uberfeminist: #TwitterFeminism tries to get people fired over nothing, later asks for sympathy when people are ""excluded"" by the indust…",cyberbullying
"friendly reminder that rape jokes, fat jokes, racial jokes, gay jokes, etc are NOT FUCKING FUNNY",cyberbullying
RT @Bruns_ProV1 I'm not sexist but the Men's skill sets and abilities are just leagues above the women's. Much more entertaining. #Olympics,cyberbullying
Oh kat.... never mind #cuntandandre #mkr,cyberbullying
"Very offensive audio got leaked of Dragonball actors making sex jokes, rape jokes, racist, pedo, and homophobic jokes. Including a four minute skit of a gay orgy with every offensive thing they could think to throw in it.",cyberbullying
@TrainInVainn Your defense of a gender biased prison system...?,cyberbullying
"@SnugRailgun She blocked me and I blocked her, why is that sexual abuse apologist @Auragasmic in my TL?",cyberbullying
"OK @Krygier_Lilly Call me sexist, but most people I have muted on my twitter are women.",cyberbullying
"+ additionally these actors are openly HOMOPHOBIC, Mysoginists, who make jokes about RAPE, and who looks down on people with MENTAL ILLNESS. Also, the fact that you villainize women on your series isn't helping at all. You don't need to drag women to port",cyberbullying
white guys really out here excited to call out a predatory gay man but not their buddy Kyle who makes rape jokes and sends unsolicited dick pics ok,cyberbullying
"Ok for the record, being gay doesn't make your rape jokes any less not-funny. You're still a MASSIVE ASSHOLE.",cyberbullying
"I suppose you shave yours, then? @skelato_r Im not sexist. But women should shave their goddamn legs.",cyberbullying
"not only that but they are so stupid and wrapped up in their ""I need to be manly"" ""that's gay"" ""rape jokes"" stuff JUST SHUT UP ALREADY",cyberbullying
"OK, that ""prison rape/gay YMCA"" joke pushed it, but you better believe that you should be laughing if you're told to do so in the slammer.",cyberbullying
 I fucking hate you,cyberbullying
RT @Figgnorance: I'm not sexist but I hate female sports analysts because I swear all they do is look at a stat sheet and state the obvious,cyberbullying
Is this lang? @JackLilley5 Not sexist but sports women is the worst thing what's ever happened to sky sports news! #thatswhatloosewomensfor,cyberbullying
"@TallyDude U R funny, I state facts like beheading, rape, killing gays, enslaving girls, treating woman like dogs, and you joke bout hotels",cyberbullying
THE PENALTY FOR RAPE AND BEING GAY IS THE SAME IS THIS A JOKE,cyberbullying
"@SpeakerPelosi ease answer the question Madam Speaker. It doesn't seem tight ir fair. White mske, ok to call a female colleague ""fucking bitch"" without repercussions?????",cyberbullying
The jokes suggesting I was gay really hurt me coming from Seth because he tried to rape me -James #FrancoRoast,cyberbullying
Overheard: Feminazis be like... - Me: plays shut up and dance for me. Feminazi: were not holding back its... http://t.co/9SyS2m1jn4,cyberbullying
"@Wolferfly OMG the rape/gay/POC jokes I hear/see during raids in #worldofwarcraft is disgusting. Cis white men claim ""it's how internet is.""",cyberbullying
"Look at this fascisy bitch, I am not insulting her by calling her bitch btw, she herself calls herself a greydog/greywolf. And so female dog is a bitch. Take it however you want... she is a fascist genocidal bitch!",cyberbullying
"This just in from Michael Avenatti: - Tucker Carlson’s high school year book has him making jokes about gays, Latinos, and immigrants - also three women are coming forward to expose Tucker Carlson for attending rape gang parties, even after they asked him not to come back",cyberbullying
"I know the ""karen"" thing speaks of a certain kind of a female person, but I think we should just call it what it is they're ""ignorant lowlife bitchs"". How about one more acronym ""ILB""",cyberbullying
In a way I'm reminded of Maria the Witch. A show about cute witches in the hundred years war teaching nonviolence that is mostly fine(Though it has gay jokes which ugg). But then there's just a rape scene near the end of this witch anime. So I always warn people.,cyberbullying
Just like when a group of female friends call one another bitches but if someone comes in from outside the group and calls one of them that you think it's the same? Stop. It was demeaning then and it is demeaning now.,cyberbullying
I could not be bullied by some mean girls I would punch the shit out them hoes,cyberbullying
LOL EDGY @ein_schoner_tag @shedevil___ @ahptik im not sexist but why are women allowed opinions lol,cyberbullying
"@MrJackalstalks @LemmonTeaGG Me, too.  Oddly, Anita has not... I'm a bit insulted...",cyberbullying
"#6. Gay jokes in ""Knocked Up."" Not funny!!!!! EVER! #comedy #rape #offensive @JuddApatow",cyberbullying
RT @TehMenz: #QuestionsForMen did you know that when you look at a girl - you rape her? http://t.co/glPlA1So3a,cyberbullying
You should be humiliated Kat! You are awful!!! #MKR,cyberbullying
"I don't care what country you come from as long as you are willing to assimilate into American culture. Maybe in whatever shithole country Ted came from, what he said is acceptable, but in America, you better not call a female co-worker a ""Fucking bitch""",cyberbullying
Someone get kat out of this competition now!! #mkr,cyberbullying
"I stan her efforts on asserting equal rights. But girl, hope u can discern that u r being used by those who does not only promote unequal rights of marginalized (ejk), but also women (rape jokes) &amp; LGBTQIA+ (priests r gays? they maybe r but intent was obviously derogatory).",cyberbullying
"Suicide jokes, self harm jokes, gay jokes, and jokes about rape. #notright",cyberbullying
"rape jokes, child molestation, blatant gay slurs, racist inferences etc. One of the VA's who accused Vic of sexual assault was laughing about a joke of a ""rape corner"". There was no evidence of Vic's assault so people think it is weird they were laughing at rape jokes.",cyberbullying
#TweetLikeALocal obama and gays are disgusting and feminism and rape are things we should joke about and not take seriously,cyberbullying
"LGBT cinema really does need more happy endings. There’s an ongoing joke when we watch gay films that they end in rape and/or death, and although some are important stories to tell, we also sometimes deserve a fairytale ending. Good article!",cyberbullying
"Pedophile jokes aren’t funny bc kids actually get abused by pedophiles. Rape jokes aren’t funny bc people are actually out here being raped “If I caught my son w/a doll house, I’d break it over his head” isn’t funny bc that &amp; worse is a LOT of kids realities over being gay",cyberbullying
RT @Another_Scoop Im not sexist but both of out females managers are fucking retarded and overall useless,cyberbullying
Uh... that is the faulty logic behind the rape away the gay practiced against lesbians worldwide. I know this is a joke but it is rooted in a dark place in real life.,cyberbullying
"There are male comedians who joke about rape, minorities, and 9/11 and nobody says a word. She makes a joke about her home being like prison because she’s gay and wearing the same clothes, and you lose your mind. Take your fake outrage elsewhere.",cyberbullying
"I hope Twitter rips you a new one. You make me sick. @jimboslice_13 @ry_casper ""how to discribe rape. His dick was hungry!"" #notsexist",cyberbullying
if u joke about aids//being gay//rape ill cut ur face up w a machete right there n then,cyberbullying
"10 years ago, people were making rape and gay jokes left, right, and centre. Gunn was being a dumbass but he's owning up to it, and has since proven himself to be a good person. People should all stop pretending they're so perfect, atleast in this level. With ya here @candicekp",cyberbullying
"Imagine debating a well researched and known issue in society and then to end that debate being proven wrong as the research shows, and call your female coworker a ""Bitch' simply because you're stupid and don't know what your talking about. Now you just look like a sexist POS.",cyberbullying
RT @stephenpeel1: It's National Kit Kat day in Belarus. Go on treat ur girlfriend or wife and ask them if they 'Fancy a finger'! #notsexist,cyberbullying
".@BlackOpal80 ...UNTIL I saw prochoice feminists in comments using VERBATIM ProLife arguments against men.  ""Selfish. Jerk. Think of child.""",cyberbullying
@LivAllyne @CeeJayCraig Far from ignorant. Can you be less of a man hating feminazi?,cyberbullying
Does not being able to laugh at rape and/or gay jokes make me uptight? That's fine. I prefer being uptight over blatantly ignorant.,cyberbullying
@AndrewKirell A&amp;E's Scared Straight offers many gay slurs and makes a joke of male-on-male rape. @glaad not upset cuz inmates are Dems,cyberbullying
"#Cyrus Miley Cyrus Rides Blow-Up Dick, Tells Rape Joke at London Gay Club http://q.gs/6ylMH",cyberbullying
We want everyone to know we are not just pretty faces noone said they were pretty though 😒 #MKR,cyberbullying
things that AREN'T jokes - rape - sexism - racism - suicide - self harm - gay as an insult - mental illness,cyberbullying
Kat &amp; Andre cartoon characters.Kat develop sportsmanship &amp; Andre grow some balls &amp; take it like a man! #MKR #cantcook http://t.co/9nd2gUHGH0,cyberbullying
"Hahaha, I get it! Because he's secretly gay, right? It's hilarious to put people down by calling them gay! Lolololol, so funny. #tyt should give a show where you laugh about gay jokes and prison rape and other sick burns you put on people. Great job, Emma. Class act.",cyberbullying
"Lol what bout this Nigga tho? ""@_uyazi: This nigga #""@LuUMpusheSA: Gay Twitter and Rape jokes can miss me... Lemme "" https://twitter.com/_uyazi/status/641271950829068288/photo/1""",cyberbullying
"Wow, fat jokes, rape jokes, ugly jokes, abortion jokes and gay jokes. What a time to be alive when this is trending #FeministAMovie",cyberbullying
@BreaNichole89 @RapeIsntOkay and no I haven't made gay jokes or rape jokes what's funny about rape?,cyberbullying
"trouble is, ukip is not a joke: ""Cardiff Ukip candidate: 'Gay donkey tried to rape my horse'..."" http://www.independent.co.uk/news/uk/politics/ukip-candidate-gay-donkey-tried-to-rape-my-horse-9940230.html",cyberbullying
if you've tweeted any gay or rape or mental health jokes I've probably reported you tbh,cyberbullying
"Omg! A gay, child molestation and child rape joke. I wonder if coop’s gonna block u like blind Scott blocked me.",cyberbullying
"WATCH: Audience Revolts After Margaret Cho Jokes About Rape, Whites, Gay People - Breitbart http://bit.ly/22HRdpf via @BreitbartNews",cyberbullying
remember that time where the joke was that george takei was going to rape someone and that is how he became a ~gay icon~ or whatever,cyberbullying
"@JanelleBrindle @lancewalton So is ""twat"".",cyberbullying
Dude has been making shitty gay jokes all night and just played a song about prison rape jfc,cyberbullying
But wait why tf u would even think I give a damn about ur opinion! KMS hoe I have a fucking life!!!,cyberbullying
"Sexism is still not acceptable even if you throw ""white"" in front of ""woman"" Homophobia is still not acceptable if you thow ""white"" in front of ""gay"" Rape jokes &amp; body shaming are still not acceptable if they're directed to men. Being a minority doesn't excuse bigotry.",cyberbullying
i call the women i respect females idk who can take being called a bitch and not take it to heart,cyberbullying
"@The_Loki_Jotunn @BristolBen @Oneiorosgrip That might be Poe, just FYI.  I think that was the quote of hers that couldn't be verified.",cyberbullying
Thank you. Yes. It’s like when “good liberals” make the homophobic Putin/Trump jokes or the prison rape jokes.,cyberbullying
"Honestly shocking to hear a woman say these are ""just jokes"" A 14 year old girl was raped. Women are raped every day. Gay men are ostracized every day. @alexsaibrahim is classless and a rape apologist for siding with Saif Rubie.",cyberbullying
"I had originally created a tinder to find some female friends, but y’all bitches weird",cyberbullying
"RT @Steven_KGang: I'm not sexist, but I hate female sports talk hosts",cyberbullying
Go sit down somewhere you not ab to call a female a bitch like that dude it was never that serious she ain’t call you out yo name,cyberbullying
And these idiot @GOP token women are standing around applauding another cruel nonsensical 45* move. Is this MAGA? https://t.co/SRAlPmCC8V,cyberbullying
"In any Vine that is obviously a joke about rape, gay, sluts, or ""side chicks."" You'll always find faggot sjw's who stand on their soap boxes",cyberbullying
So many people must want to be your friend! @faded_A_wray420 Sent a mass snapchat of my laundry asking only women to fold it. #NotSexist,cyberbullying
"I only call the females that a bitches a bitch . All respect for the ladies out there , none for the bitches",cyberbullying
"I have to much respect for woman, gay people, children and animal/human rights to not classify myself as islamophobic. If you can't take a joke don't live in the civilized world. Your people threaten to rape and kill all people who do not believe in your evil islam and we joke.",cyberbullying
"Y'all laugh at ugly peoples, gays, drug addicts, and people with disabilities everyday on here but get hurt when someone makes a rape joke..",cyberbullying
